,Event Date,Event Type,Restoration,Number of Customers Affected,Area Affected,States,Event Category,Region
4041,2022-10-03 13:45:00,Vandalism,2022-10-03 14:30:00,0,California: Los Angeles County;,California,Vandalism,West
4042,2022-10-08 16:23:00,Suspicious activity,2022-10-08 16:50:00,0,New York: Queens County;,New York,Vandalism,East
4043,2022-10-10 15:50:00,Vandalism,2022-10-10 16:05:00,0,Texas: Louisiana: Arkansas: Pope County; Mississippi:,Arkansas,Vandalism,Other
4043,2022-10-10 15:50:00,Vandalism,2022-10-10 16:05:00,0,Texas: Louisiana: Arkansas: Pope County; Mississippi:,Louisiana,Vandalism,Southern
4043,2022-10-10 15:50:00,Vandalism,2022-10-10 16:05:00,0,Texas: Louisiana: Arkansas: Pope County; Mississippi:,Mississippi,Vandalism,Southern
4043,2022-10-10 15:50:00,Vandalism,2022-10-10 16:05:00,0,Texas: Louisiana: Arkansas: Pope County; Mississippi:,Texas,Vandalism,Southern
4044,2022-10-13 10:00:00,Vandalism,2022-10-13 11:00:00,0,California: Los Angeles County;,California,Vandalism,West
4045,2022-10-14 13:15:00,Sever Weather,2022-10-14 17:45:00,76388,Connecticut: Massachusetts: Maine: Rhode Island: New Hampshire: Vermont:,Massachusetts,Severe Weather,East
4045,2022-10-14 13:15:00,Sever Weather,2022-10-14 17:45:00,76388,Connecticut: Massachusetts: Maine: Rhode Island: New Hampshire: Vermont:,Maine,Severe Weather,East
4045,2022-10-14 13:15:00,Sever Weather,2022-10-14 17:45:00,76388,Connecticut: Massachusetts: Maine: Rhode Island: New Hampshire: Vermont:,New Hampshire,Severe Weather,East
4045,2022-10-14 13:15:00,Sever Weather,2022-10-14 17:45:00,76388,Connecticut: Massachusetts: Maine: Rhode Island: New Hampshire: Vermont:,Rhode Island,Severe Weather,East
4045,2022-10-14 13:15:00,Sever Weather,2022-10-14 17:45:00,76388,Connecticut: Massachusetts: Maine: Rhode Island: New Hampshire: Vermont:,Vermont,Severe Weather,East
4045,2022-10-14 13:15:00,Sever Weather,2022-10-14 17:45:00,76388,Connecticut: Massachusetts: Maine: Rhode Island: New Hampshire: Vermont:,Connecticut,Severe Weather,Other
4046,2022-10-14 13:30:00,Cyber Event,,0,Texas: Bee County;,Texas,Other,Southern
4047,2022-10-15 09:52:00,System Operations,2022-10-15 10:23:00,0,Arizona: Maricopa County;,Arizona,System Operations,West
4048,2022-10-15 20:04:00,System Operations,2022-10-18 16:03:00,16225,Louisiana: Lafourche Parish;,Louisiana,System Operations,Southern
4049,2022-10-18 15:12:00,Vandalism,,,Texas: Louisiana: Arkansas: Pope County; Mississippi:,Arkansas,Vandalism,Other
4049,2022-10-18 15:12:00,Vandalism,,,Texas: Louisiana: Arkansas: Pope County; Mississippi:,Louisiana,Vandalism,Southern
4049,2022-10-18 15:12:00,Vandalism,,,Texas: Louisiana: Arkansas: Pope County; Mississippi:,Mississippi,Vandalism,Southern
4049,2022-10-18 15:12:00,Vandalism,,,Texas: Louisiana: Arkansas: Pope County; Mississippi:,Texas,Vandalism,Southern
4050,2022-10-21 11:15:00,Suspicious activity,2022-10-21 11:18:00,0,California: Trinity County;,California,Vandalism,West
4051,2022-10-24 00:00:00,Cyber Event,2022-10-28 00:00:00,0,Massachusetts: Essex County[13];,Massachusetts,Other,East
4052,2022-10-24 16:29:00,System Operations,2022-10-24 18:05:00,7551,Texas: New Mexico: Chaves County;,New Mexico,System Operations,Other
4052,2022-10-24 16:29:00,System Operations,2022-10-24 18:05:00,7551,Texas: New Mexico: Chaves County;,Texas,System Operations,Southern
4053,2022-10-25 01:45:00,System Operations,2022-10-25 13:50:00,109865,Texas: Harris County;,Texas,System Operations,Southern
4054,2022-10-26 19:32:00,System Operations,2022-10-26 20:38:00,0,Texas:,Texas,System Operations,Southern
4055,2022-10-27 00:01:00,Vandalism,2022-10-27 13:00:00,0,Arkansas:,Arkansas,Vandalism,Other
4056,2022-10-28 14:16:00,Vandalism,2022-10-28 15:00:00,0,California: Los Angeles County;,California,Vandalism,West
4057,2022-10-31 21:14:00,Suspicious activity,2022-10-31 22:14:00,0,Louisiana:,Louisiana,Vandalism,Southern
4058,2022-11-02 15:11:00,Suspicious Activity,2022-11-02 15:25:00,0,Texas: Cameron County;,Texas,Vandalism,Southern
4059,2022-11-03 12:07:00,Transmission Interruption,2022-11-03 14:24:00,0,Washington: Douglas County;,Washington,Transmission Interruption,West
4060,2022-11-04 20:05:00,Severe Weather,2022-11-07 09:00:00,214000,"Washington: Island County, King County, Kittitas County, Thurston County, Kitsap County, Pierce County, Skagit County, Whatcom County;",Washington,Severe Weather,West
4061,2022-11-05 13:00:00,Severe Weather,2022-11-08 07:00:00,158450,"Michigan: Kalamazoo County, Kent County, Calhoun County, Genesee County, Ottawa County, Muskegon County, Eaton County, Saginaw County, Van Buren County, Hillsdale County, Shiawassee County, Jackson County, Lenawee County, Branch County, Montcalm County, Monroe County, Manistee County, Roscommon County, Clinton County, Ingham County, Gladwin County, Arenac County, Ogemaw County, Iosco County, Alcona County;",Michigan,Severe Weather,MidWest
4062,2022-11-05 19:57:00,Severe Weather,,53000,"Michigan: Oakland County, Wayne County, Monroe County, Lapeer County, St. Clair County, Washtenaw County, Macomb County, Tuscola County, Sanilac County, Huron County;",Michigan,Severe Weather,MidWest
4063,2022-11-05 19:00:00,Severe Weather,,50000,Wisconsin:,Wisconsin,Severe Weather,MidWest
4064,2022-11-08 15:48:00,Transmission Interruption,2022-11-08 16:21:00,0,Texas: Hockley County;,Texas,Transmission Interruption,Southern
4065,2022-11-10 11:07:00,Generation Inadequacy,2022-11-10 12:00:00,0,Arkansas: Pulaski County;,Arkansas,Other,Other
4066,2022-11-10 06:00:00,Severe Weather,2022-11-11 08:47:00,160000,"Florida: Alachua County, Bay County, Citrus County, Columbia County, Dixie County, Franklin County, Gilchrist County, Gulf County, Hamilton County, Hardee County, Hernando County, Highlands County, Jefferson County, Lafayette County, Lake County, Levy County, Madison County, Marion County, Orange County, Osceola County, Pasco County, Pinellas County, Polk County, Seminole County, Sumter County, Suwannee County, Taylor County, Volusia County, Wakulla County;",Florida,Severe Weather,Southern
4067,2022-11-11 01:00:00,Vandalism,2022-11-11 05:00:00,,California: San Bernardino County;,California,Vandalism,West
4068,2022-11-11 01:41:00,Actual Physical Attack/Vandalism,2022-11-14 14:00:00,1775,Ohio: Knox County;,Ohio,Vandalism,MidWest
4069,2022-11-15 10:17:00,System Operations,2022-11-15 11:06:00,0,Massachusetts: Hampden County[13];,Massachusetts,System Operations,East
4070,2022-11-15 01:00:00,Vandalism,2022-11-15 06:00:00,0,Oregon: Josephine County; Washington: Idaho: Utah: Wyoming:,Idaho,Vandalism,West
4070,2022-11-15 01:00:00,Vandalism,2022-11-15 06:00:00,0,Oregon: Josephine County; Washington: Idaho: Utah: Wyoming:,Oregon,Vandalism,West
4070,2022-11-15 01:00:00,Vandalism,2022-11-15 06:00:00,0,Oregon: Josephine County; Washington: Idaho: Utah: Wyoming:,Utah,Vandalism,West
4070,2022-11-15 01:00:00,Vandalism,2022-11-15 06:00:00,0,Oregon: Josephine County; Washington: Idaho: Utah: Wyoming:,Washington,Vandalism,West
4070,2022-11-15 01:00:00,Vandalism,2022-11-15 06:00:00,0,Oregon: Josephine County; Washington: Idaho: Utah: Wyoming:,Wyoming,Vandalism,West
4071,2022-11-18 04:30:00,Actual Physical Attack/Vandalism,2022-11-18 04:59:00,1454,Washington: Cowlitz County;,Washington,Vandalism,West
4072,2022-11-22 10:01:00,System Operations,2022-11-22 10:43:00,0,Maine: Penobscot County;,Maine,System Operations,East
4073,2022-11-23 07:03:00,Suspicious Activity,2022-11-23 08:57:00,0,Texas: Cameron County;,Texas,Vandalism,Southern
4074,2022-11-23 10:15:00,Actual Physical Attack/Vandalism,2022-11-23 14:09:00,0,Washington: Pierce County;,Washington,Vandalism,West
4075,2022-11-23 12:46:00,System Operations,2022-11-23 13:19:00,0,Michigan:,Michigan,System Operations,MidWest
4076,2022-11-23 09:30:00,Cyber Event,,,Maryland: Delaware: New Jersey: Pennsylvania: Illinois: District of Columbia:,District of Columbia,Other,Other
4076,2022-11-23 09:30:00,Cyber Event,,,Maryland: Delaware: New Jersey: Pennsylvania: Illinois: District of Columbia:,Delaware,Other,Southern
4076,2022-11-23 09:30:00,Cyber Event,,,Maryland: Delaware: New Jersey: Pennsylvania: Illinois: District of Columbia:,Illinois,Other,MidWest
4076,2022-11-23 09:30:00,Cyber Event,,,Maryland: Delaware: New Jersey: Pennsylvania: Illinois: District of Columbia:,Maryland,Other,Southern
4076,2022-11-23 09:30:00,Cyber Event,,,Maryland: Delaware: New Jersey: Pennsylvania: Illinois: District of Columbia:,New Jersey,Other,East
4076,2022-11-23 09:30:00,Cyber Event,,,Maryland: Delaware: New Jersey: Pennsylvania: Illinois: District of Columbia:,Pennsylvania,Other,East
4077,2022-11-24 01:40:00,Vandalism,2022-11-24 01:45:00,0,Oregon: Clackamas County;,Oregon,Vandalism,West
4078,2022-11-25 05:00:00,Actual Physical Attack/Vandalism,2022-11-25 08:00:00,0,California: Riverside County;,California,Vandalism,West
4079,2022-11-27 17:28:00,Transmission Interruption,2022-11-27 23:58:00,87500,Maryland: Montgomery County;,Maryland,Transmission Interruption,Southern
4080,2022-11-28 01:08:00,Actual Physical Attack/Vandalism,2022-11-28 02:24:00,6337,Oregon: Clackamas County;,Oregon,Vandalism,West
4081,2022-11-30 18:45:00,Severe Weather,2022-12-02 04:00:00,113000,Maine: Massachusetts: Connecticut: Rhode Island: Vermont: New Hampshire:,Massachusetts,Severe Weather,East
4081,2022-11-30 18:45:00,Severe Weather,2022-12-02 04:00:00,113000,Maine: Massachusetts: Connecticut: Rhode Island: Vermont: New Hampshire:,Maine,Severe Weather,East
4081,2022-11-30 18:45:00,Severe Weather,2022-12-02 04:00:00,113000,Maine: Massachusetts: Connecticut: Rhode Island: Vermont: New Hampshire:,New Hampshire,Severe Weather,East
4081,2022-11-30 18:45:00,Severe Weather,2022-12-02 04:00:00,113000,Maine: Massachusetts: Connecticut: Rhode Island: Vermont: New Hampshire:,Rhode Island,Severe Weather,East
4081,2022-11-30 18:45:00,Severe Weather,2022-12-02 04:00:00,113000,Maine: Massachusetts: Connecticut: Rhode Island: Vermont: New Hampshire:,Vermont,Severe Weather,East
4081,2022-11-30 18:45:00,Severe Weather,2022-12-02 04:00:00,113000,Maine: Massachusetts: Connecticut: Rhode Island: Vermont: New Hampshire:,Connecticut,Severe Weather,Other
4082,2022-11-30 02:37:00,System Operations,2022-11-30 06:10:00,0,New York: Broome County;,New York,System Operations,East
4083,2022-11-30 03:35:00,Severe Weather,2022-11-30 09:10:00,54110,Alabama: Mississippi: Georgia:,Alabama,Severe Weather,Southern
4083,2022-11-30 03:35:00,Severe Weather,2022-11-30 09:10:00,54110,Alabama: Mississippi: Georgia:,Georgia,Severe Weather,Southern
4083,2022-11-30 03:35:00,Severe Weather,2022-11-30 09:10:00,54110,Alabama: Mississippi: Georgia:,Mississippi,Severe Weather,Southern
4084,2022-12-03 19:51:00,Vandalism,,45000,North Carolina: Moore County;,North Carolina,Vandalism,Southern
4085,2022-12-05 18:20:00,Suspicious Activity,2022-12-05 18:55:00,0,Pennsylvania: York County;,Pennsylvania,Vandalism,East
4086,2022-12-05 09:00:00,Vandalism,2022-12-05 13:00:00,0,New York: Orange County;,New York,Vandalism,East
4087,2022-12-06 09:25:00,Suspicious Activity,,0,California: Sacramento County;,California,Vandalism,West
4088,2022-12-06 08:26:00,Vandalism,2022-12-06 08:30:00,0,Kentucky: Jefferson County;,Kentucky,Vandalism,Southern
4089,2022-12-06 00:00:00,Suspicious Activity,2022-12-06 00:01:00,0,Georgia: Heard County;,Georgia,Vandalism,Southern
4090,2022-12-06 00:00:00,Suspicious Activity,2022-12-06 00:01:00,0,Georgia: Bartow County;,Georgia,Vandalism,Southern
4091,2022-12-06 12:45:00,Suspicious Activity,,,Ohio:,Ohio,Vandalism,MidWest
4092,2022-12-06 08:15:00,Suspicious Activity,2022-12-06 12:15:00,,Pennsylvania:,Pennsylvania,Vandalism,East
4093,2022-12-07 13:35:00,Suspicious Activity,2022-12-07 13:40:00,0,Illinois: Cook County;,Illinois,Vandalism,MidWest
4094,2022-12-07 16:42:00,Suspicious Activity,2022-12-07 21:00:00,0,North Carolina: South Carolina:,North Carolina,Vandalism,Southern
4094,2022-12-07 16:42:00,Suspicious Activity,2022-12-07 21:00:00,0,North Carolina: South Carolina:,South Carolina,Vandalism,Southern
4095,2022-12-08 12:36:00,Suspicious Activity,,0,Indiana: Vigo County;,Indiana,Vandalism,MidWest
4096,2022-12-10 01:14:00,Transmission Interruption,2022-12-10 02:02:00,0,Massachusetts: Suffolk County[13];,Massachusetts,Transmission Interruption,East
4097,2022-12-10 11:00:00,Suspicious Activity,2022-12-12 06:00:00,0,"Missouri: Greene County, Dunklin County;",Missouri,Vandalism,MidWest
4098,2022-12-13 23:59:00,Vandalism,2022-12-14 03:39:00,583,Washington: Spokane County;,Washington,Vandalism,West
4099,2022-12-14 10:42:00,System Operations,2022-12-14 12:05:00,0,Florida: Hillsborough County;,Florida,System Operations,Southern
4100,2022-12-14 11:23:00,Vandalism,,0,Indiana:,Indiana,Vandalism,MidWest
4101,2022-12-14 12:52:00,Suspicious Activity,,,Montana: Richland County;,Montana,Vandalism,West
4102,2022-12-15 05:30:00,Vandalism,2022-12-15 05:31:00,0,Utah: Salt Lake County;,Utah,Vandalism,West
4103,2022-12-16 23:30:00,Severe Weather,2022-12-18 23:21:00,36600,Massachusetts: Vermont: New Hampshire: Maine:,Massachusetts,Severe Weather,East
4103,2022-12-16 23:30:00,Severe Weather,2022-12-18 23:21:00,36600,Massachusetts: Vermont: New Hampshire: Maine:,Maine,Severe Weather,East
4103,2022-12-16 23:30:00,Severe Weather,2022-12-18 23:21:00,36600,Massachusetts: Vermont: New Hampshire: Maine:,New Hampshire,Severe Weather,East
4103,2022-12-16 23:30:00,Severe Weather,2022-12-18 23:21:00,36600,Massachusetts: Vermont: New Hampshire: Maine:,Vermont,Severe Weather,East
4104,2022-12-17 19:45:00,Suspicious Activity,2022-12-17 19:46:00,0,Texas: Kaufman County;,Texas,Vandalism,Southern
4105,2022-12-22 09:04:00,Transmission Interruption,2022-12-25 00:00:00,,Tennessee: Alabama: Mississippi: Kentucky:,Alabama,Transmission Interruption,Southern
4105,2022-12-22 09:04:00,Transmission Interruption,2022-12-25 00:00:00,,Tennessee: Alabama: Mississippi: Kentucky:,Kentucky,Transmission Interruption,Southern
4105,2022-12-22 09:04:00,Transmission Interruption,2022-12-25 00:00:00,,Tennessee: Alabama: Mississippi: Kentucky:,Mississippi,Transmission Interruption,Southern
4105,2022-12-22 09:04:00,Transmission Interruption,2022-12-25 00:00:00,,Tennessee: Alabama: Mississippi: Kentucky:,Tennessee,Transmission Interruption,Southern
4106,2022-12-22 21:04:00,System Operations,2022-12-22 21:42:00,0,Texas: Montgomery County;,Texas,System Operations,Southern
4107,2022-12-23 06:04:00,Suspicious Activity,2022-12-23 06:40:00,0,Texas: Cameron County;,Texas,Vandalism,Southern
4108,2022-12-23 14:30:00,Severe Weather,,57000,New York:,New York,Severe Weather,East
4109,2022-12-23 05:20:00,Severe Weather,,500000,Connecticut: Rhode Island: Massachusetts: Vermont: New Hampshire: Maine:,Massachusetts,Severe Weather,East
4109,2022-12-23 05:20:00,Severe Weather,,500000,Connecticut: Rhode Island: Massachusetts: Vermont: New Hampshire: Maine:,Maine,Severe Weather,East
4109,2022-12-23 05:20:00,Severe Weather,,500000,Connecticut: Rhode Island: Massachusetts: Vermont: New Hampshire: Maine:,New Hampshire,Severe Weather,East
4109,2022-12-23 05:20:00,Severe Weather,,500000,Connecticut: Rhode Island: Massachusetts: Vermont: New Hampshire: Maine:,Rhode Island,Severe Weather,East
4109,2022-12-23 05:20:00,Severe Weather,,500000,Connecticut: Rhode Island: Massachusetts: Vermont: New Hampshire: Maine:,Vermont,Severe Weather,East
4109,2022-12-23 05:20:00,Severe Weather,,500000,Connecticut: Rhode Island: Massachusetts: Vermont: New Hampshire: Maine:,Connecticut,Severe Weather,Other
4110,2022-12-23 09:45:00,Severe Weather,2022-12-23 17:00:00,66519,North Carolina:,North Carolina,Severe Weather,Southern
4111,2022-12-23 07:30:00,Severe Weather,2022-12-23 22:13:00,108900,North Carolina: South Carolina:,North Carolina,Severe Weather,Southern
4111,2022-12-23 07:30:00,Severe Weather,2022-12-23 22:13:00,108900,North Carolina: South Carolina:,South Carolina,Severe Weather,Southern
4112,2022-12-23 08:31:00,Severe Weather,,,Tennessee: Shelby County;,Tennessee,Severe Weather,Southern
4113,2022-12-23 03:03:00,Severe Weather,2022-12-23 12:30:00,33010,Alabama: Georgia: Mississippi:,Alabama,Severe Weather,Southern
4113,2022-12-23 03:03:00,Severe Weather,2022-12-23 12:30:00,33010,Alabama: Georgia: Mississippi:,Georgia,Severe Weather,Southern
4113,2022-12-23 03:03:00,Severe Weather,2022-12-23 12:30:00,33010,Alabama: Georgia: Mississippi:,Mississippi,Severe Weather,Southern
4114,2022-12-23 07:19:00,Severe Weather,2022-12-23 07:41:00,0,Missouri: Jasper County;,Missouri,Severe Weather,MidWest
4115,2022-12-24 06:15:00,Severe Weather,2022-12-25 09:00:00,17600,South Carolina:,South Carolina,Severe Weather,Southern
4116,2022-12-24 06:35:00,System Operations,2022-12-24 16:10:00,130000,North Carolina:,North Carolina,System Operations,Southern
4117,2022-12-24 04:45:00,Severe Weather,2022-12-24 15:45:00,295000,North Carolina: South Carolina:,North Carolina,Severe Weather,Southern
4117,2022-12-24 04:45:00,Severe Weather,2022-12-24 15:45:00,295000,North Carolina: South Carolina:,South Carolina,Severe Weather,Southern
4118,2022-12-24 09:00:00,Severe Weather,2022-12-24 11:15:00,22436,Alabama: Georgia: Mississippi:,Alabama,Severe Weather,Southern
4118,2022-12-24 09:00:00,Severe Weather,2022-12-24 11:15:00,22436,Alabama: Georgia: Mississippi:,Georgia,Severe Weather,Southern
4118,2022-12-24 09:00:00,Severe Weather,2022-12-24 11:15:00,22436,Alabama: Georgia: Mississippi:,Mississippi,Severe Weather,Southern
4119,2022-12-25 19:25:00,Vandalism,2022-12-25 20:07:00,13500,Washington: Pierce County;,Washington,Vandalism,West
4120,2022-12-25 02:42:00,Vandalism,2022-12-25 04:55:00,8000,Washington: Pierce County;,Washington,Vandalism,West
4121,2022-12-26 06:54:00,Vandalism,2022-12-26 08:19:00,,Washington:,Washington,Vandalism,West
4122,2022-12-26 08:30:00,Severe Weather,2022-12-28 21:00:00,230000,"Washington: King County, Island County, Kittitas County, Kitsap County, Pierce County, Skagit County, Thurston County, Whatcom County;",Washington,Severe Weather,West
4123,2022-12-27 08:00:00,Vandalism,2022-12-27 08:30:00,0,Washington: Lewis County;,Washington,Vandalism,West
4124,2022-12-27 13:30:00,Vandalism,2022-12-27 21:16:00,0,California: San Diego County;,California,Vandalism,West
4125,2022-12-27 10:12:00,Severe Weather,,83060,"Oregon: Clackamas County, Columbia County, Marion County, Multnomah County, Polk County;",Oregon,Severe Weather,West
